From	To	Species	Gene Name
353371	ENSMUSG00000076438	Mus musculus	3-oxoacid CoA transferase 2B(Oxct2b)
74408	ENSMUSG00000072983	Mus musculus	RIKEN cDNA 4933414I15 gene(4933414I15Rik)
74400	ENSMUSG00000055102	Mus musculus	zinc finger protein 819(Zfp819)
226841	ENSMUSG00000037568	Mus musculus	vasohibin 2(Vash2)
435529	ENSMUSG00000057899	Mus musculus	adhesion G protein-coupled receptor F2(Adgrf2)
68031	ENSMUSG00000038876	Mus musculus	ring finger protein 146(Rnf146)
214498	ENSMUSG00000026361	Mus musculus	cell division cycle 73, Paf1/RNA polymerase II complex component(Cdc73)
68032	ENSMUSG00000027131	Mus musculus	ER membrane protein complex subunit 4(Emc4)
68033	ENSMUSG00000045438	Mus musculus	cytochrome c oxidase assembly protein 19(Cox19)
68034	ENSMUSG00000074922	Mus musculus	family with sequence similarity 122, member A(Fam122a)
67490	ENSMUSG00000040359	Mus musculus	UFM1 specific ligase 1(Ufl1)
67492	ENSMUSG00000108273	Mus musculus	zinc finger, AN1-type domain 4(Zfand4)
67492	ENSMUSG00000042213	Mus musculus	zinc finger, AN1-type domain 4(Zfand4)
67493	ENSMUSG00000010554	Mus musculus	methyltransferase like 16(Mettl16)
67495	ENSMUSG00000068732	Mus musculus	transmembrane protein 167B(Tmem167b)
211401	ENSMUSG00000022353	Mus musculus	metastasis suppressor 1(Mtss1)
76992	ENSMUSG00000036162	Mus musculus	family with sequence similarity 219, member A, opposite strand(Fam219aos)
226844	ENSMUSG00000066595	Mus musculus	major facilitator superfamily domain containing 7B(Mfsd7b)
75507	ENSMUSG00000093668	Mus musculus	POU domain class 5, transcription factor 2(Pou5f2)
67498	ENSMUSG00000022342	Mus musculus	potassium channel, subfamily V, member 1(Kcnv1)
226849	ENSMUSG00000026626	Mus musculus	protein phosphatase 2, regulatory subunit B', alpha(Ppp2r5a)
75504	ENSMUSG00000027886	Mus musculus	RIKEN cDNA 1700013F07 gene(1700013F07Rik)
75502	ENSMUSG00000035785	Mus musculus	CKLF-like MARVEL transmembrane domain containing 2B(Cmtm2b)
67480	ENSMUSG00000018541	Mus musculus	CWC25 spliceosome-associated protein(Cwc25)
68099	ENSMUSG00000028218	Mus musculus	family with sequence similarity 92, member A(Fam92a)
68098	ENSMUSG00000029397	Mus musculus	ring finger and CHY zinc finger domain containing 1(Rchy1)
68097	ENSMUSG00000020483	Mus musculus	dynein light chain LC8-type 2(Dynll2)
226861	ENSMUSG00000037375	Mus musculus	hedgehog acyltransferase(Hhat)
67483	ENSMUSG00000033053	Mus musculus	RIKEN cDNA 1700028P14 gene(1700028P14Rik)
67484	ENSMUSG00000036611	Mus musculus	endonuclease/exonuclease/phosphatase family domain containing 1(Eepd1)
75509	ENSMUSG00000059690	Mus musculus	RIKEN cDNA 1700020N15 gene(1700020N15Rik)
68095	ENSMUSG00000029152	Mus musculus	OCIA domain containing 1(Ociad1)
68094	ENSMUSG00000025369	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2(Smarcc2)
68092	ENSMUSG00000022774	Mus musculus	nuclear cap binding protein subunit 2(Ncbp2)
68090	ENSMUSG00000024875	Mus musculus	Yip1 interacting factor homolog A (S. cerevisiae)(Yif1a)
360216	ENSMUSG00000030967	Mus musculus	zinc finger, RAN-binding domain containing 1(Zranb1)
114615	ENSMUSG00000036941	Mus musculus	elaC ribonuclease Z 1(Elac1)
75510	ENSMUSG00000066500	Mus musculus	IZUMO family member 2(Izumo2)
67488	ENSMUSG00000023055	Mus musculus	calcium binding and coiled coil domain 1(Calcoco1)
67487	ENSMUSG00000018425	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 40(Dhx40)
67486	ENSMUSG00000035834	Mus musculus	polymerase (RNA) III (DNA directed) polypeptide G(Polr3g)
226856	ENSMUSG00000026623	Mus musculus	lysophosphatidylglycerol acyltransferase 1(Lpgat1)
75512	ENSMUSG00000004341	Mus musculus	glutathione peroxidase 6(Gpx6)
75514	ENSMUSG00000054727	Mus musculus	RIKEN cDNA 1700013H16 gene(1700013H16Rik)
67489	ENSMUSG00000032952	Mus musculus	adaptor-related protein complex AP-4, beta 1(Ap4b1)
67489	ENSMUSG00000105053	Mus musculus	adaptor-related protein complex AP-4, beta 1(Ap4b1)
67470	ENSMUSG00000024254	Mus musculus	ATP-binding cassette, sub-family G (WHITE), member 8(Abcg8)
68083	ENSMUSG00000038683	Mus musculus	PAK1 interacting protein 1(Pak1ip1)
67471	ENSMUSG00000063808	Mus musculus	G patch domain containing 1(Gpatch1)
68082	ENSMUSG00000027001	Mus musculus	dual specificity phosphatase 19(Dusp19)
67472	ENSMUSG00000027601	Mus musculus	mitochondrial fission regulator 1(Mtfr1)
67473	ENSMUSG00000010122	Mus musculus	solute carrier family 47, member 1(Slc47a1)
211429	ENSMUSG00000098488	Mus musculus	phospholipase A2, group IVB (cytosolic)(Pla2g4b)
68087	ENSMUSG00000020935	Mus musculus	dephospho-CoA kinase domain containing(Dcakd)
68089	ENSMUSG00000079426	Mus musculus	actin related protein 2/3 complex, subunit 4(Arpc4)
434423	ENSMUSG00000060461	Mus musculus	developmental pluripotency associated 5A(Dppa5a)
114606	ENSMUSG00000034758	Mus musculus	transducin-like enhancer of split 6(Tle6)
114604	ENSMUSG00000014039	Mus musculus	PR domain containing 15(Prdm15)
218820	ENSMUSG00000039081	Mus musculus	zinc finger protein 503(Zfp503)
114602	ENSMUSG00000010044	Mus musculus	zinc finger, MYND domain containing 10(Zmynd10)
114601	ENSMUSG00000024937	Mus musculus	EH domain binding protein 1-like 1(Ehbp1l1)
68080	ENSMUSG00000029464	Mus musculus	GPN-loop GTPase 3(Gpn3)
76971	ENSMUSG00000030378	Mus musculus	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 8(Sult2a8)
76974	ENSMUSG00000025481	Mus musculus	urate (5-hydroxyiso-) hydrolase(Urah)
226866	ENSMUSG00000032719	Mus musculus	somatomedin B and thrombospondin, type 1 domain containing(Sbspon)
67475	ENSMUSG00000057069	Mus musculus	ERO1-like beta (S. cerevisiae)(Ero1lb)
67474	ENSMUSG00000022765	Mus musculus	synaptosomal-associated protein 29(Snap29)
67477	ENSMUSG00000000686	Mus musculus	abhydrolase domain containing 15(Abhd15)
434438	ENSMUSG00000047220	Mus musculus	coiled-coil domain containing 36(Ccdc36)
68073	ENSMUSG00000039065	Mus musculus	family with sequence similarity 173, member B(Fam173b)
67460	ENSMUSG00000028223	Mus musculus	2,4-dienoyl CoA reductase 1, mitochondrial(Decr1)
68077	ENSMUSG00000041560	Mus musculus	glioma tumor suppressor candidate region gene 2(Gltscr2)
434437	ENSMUSG00000032607	Mus musculus	aminomethyltransferase(Amt)
68075	ENSMUSG00000028701	Mus musculus	leucine rich adaptor protein 1(Lurap1)
218811	ENSMUSG00000039367	Mus musculus	Sec24 related gene family, member C (S. cerevisiae)(Sec24c)
68070	ENSMUSG00000022197	Mus musculus	PDZ domain containing 2(Pdzd2)
76980	ENSMUSG00000052981	Mus musculus	ubiquitin-conjugating enzyme E2Q family-like 1(Ube2ql1)
76982	ENSMUSG00000067879	Mus musculus	RIKEN cDNA 3110035E14 gene(3110035E14Rik)
227929	ENSMUSG00000026832	Mus musculus	cytohesin 1 interacting protein(Cytip)
76983	ENSMUSG00000020952	Mus musculus	Sec1 family domain containing 1(Scfd1)
67469	ENSMUSG00000032540	Mus musculus	abhydrolase domain containing 5(Abhd5)
67468	ENSMUSG00000003948	Mus musculus	monocyte to macrophage differentiation-associated(Mmd)
68079	ENSMUSG00000002635	Mus musculus	programmed cell death 2-like(Pdcd2l)
67467	ENSMUSG00000022008	Mus musculus	GPALPP motifs containing 1(Gpalpp1)
76987	ENSMUSG00000025421	Mus musculus	haloacid dehalogenase-like hydrolase domain containing 2(Hdhd2)
67466	ENSMUSG00000009030	Mus musculus	phosducin-like(Pdcl)
67465	ENSMUSG00000002129	Mus musculus	splicing factor 3a, subunit 1(Sf3a1)
67464	ENSMUSG00000095463	Mus musculus	ectonucleoside triphosphate diphosphohydrolase 4(Entpd4)
67463	ENSMUSG00000021671	Mus musculus	POC5 centriolar protein(Poc5)
114666	ENSMUSG00000073785	Mus musculus	keratin associated protein 5-5(Krtap5-5)
110611	ENSMUSG00000034088	Mus musculus	high density lipoprotein (HDL) binding protein(Hdlbp)
114664	ENSMUSG00000029311	Mus musculus	hydroxysteroid (17-beta) dehydrogenase 11(Hsd17b11)
211446	ENSMUSG00000034152	Mus musculus	exocyst complex component 3(Exoc3)
69596	ENSMUSG00000068264	Mus musculus	adaptor-related protein 5 complex, sigma 1 subunit(Ap5s1)
107723	ENSMUSG00000096764	Mus musculus	solute carrier family 12, member 6(Slc12a6)
107723	ENSMUSG00000027130	Mus musculus	solute carrier family 12, member 6(Slc12a6)
69592	ENSMUSG00000009580	Mus musculus	odontogenic, ameloblast asssociated(Odam)
226896	ENSMUSG00000042596	Mus musculus	transcription factor AP-2, delta(Tfap2d)
67451	ENSMUSG00000041957	Mus musculus	plakophilin 2(Pkp2)
69590	ENSMUSG00000021760	Mus musculus	glutathione peroxidase 8 (putative)(Gpx8)
110616	ENSMUSG00000021189	Mus musculus	ataxin 3(Atxn3)
67453	ENSMUSG00000024259	Mus musculus	solute carrier family 25, member 46(Slc25a46)
67454	ENSMUSG00000019975	Mus musculus	IKBKB interacting protein(Ikbip)
67455	ENSMUSG00000036782	Mus musculus	kelch-like 13(Klhl13)
76959	ENSMUSG00000028419	Mus musculus	charged multivesicular body protein 5(Chmp5)
67456	ENSMUSG00000030304	Mus musculus	ERGIC and golgi 2(Ergic2)
76954	ENSMUSG00000031024	Mus musculus	suppression of tumorigenicity 5(St5)
67457	ENSMUSG00000024816	Mus musculus	FERM domain containing 8(Frmd8)
75547	ENSMUSG00000066406	Mus musculus	A kinase (PRKA) anchor protein 13(Akap13)
67458	ENSMUSG00000001576	Mus musculus	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1(Ergic1)
69597	ENSMUSG00000024527	Mus musculus	AFG3-like AAA ATPase 2(Afg3l2)
107732	ENSMUSG00000001445	Mus musculus	mitochondrial ribosomal protein L10(Mrpl10)
67459	ENSMUSG00000026516	Mus musculus	nuclear VCP-like(Nvl)
107733	ENSMUSG00000036850	Mus musculus	mitochondrial ribosomal protein L41(Mrpl41)
76952	ENSMUSG00000025041	Mus musculus	5'-nucleotidase, cytosolic II(Nt5c2)
75541	ENSMUSG00000068299	Mus musculus	N-acetyltransferase 8 (GCN5-related) family member 4(Nat8f4)
114674	ENSMUSG00000015942	Mus musculus	GTF2I repeat domain containing 2(Gtf2ird2)
75540	ENSMUSG00000053870	Mus musculus	fucose-1-phosphate guanylyltransferase(Fpgt)
114673	ENSMUSG00000042360	Mus musculus	RIKEN cDNA 4930433N12 gene(4930433N12Rik)
114654	ENSMUSG00000073413	Mus musculus	lymphocyte antigen 6 complex, locus G6D(Ly6g6d)
69583	ENSMUSG00000089669	Mus musculus	tumor necrosis factor (ligand) superfamily, member 13(Tnfsf13)
625650	ENSMUSG00000096867	Mus musculus	predicted gene 10057(Gm10057)
69582	ENSMUSG00000028917	Mus musculus	pleckstrin homology domain containing, family M (with RUN domain) member 2(Plekhm2)
69585	ENSMUSG00000038403	Mus musculus	hemochromatosis type 2 (juvenile)(Hfe2)
107734	ENSMUSG00000026087	Mus musculus	mitochondrial ribosomal protein L30(Mrpl30)
67440	ENSMUSG00000024234	Mus musculus	mitochondrial poly(A) polymerase(Mtpap)
69581	ENSMUSG00000039960	Mus musculus	ras homolog family member U(Rhou)
67443	ENSMUSG00000031812	Mus musculus	microtubule-associated protein 1 light chain 3 beta(Map1lc3b)
67444	ENSMUSG00000026309	Mus musculus	integrin-linked kinase-associated serine/threonine phosphatase 2C(Ilkap)
67441	ENSMUSG00000052605	Mus musculus	isochorismatase domain containing 2b(Isoc2b)
76969	ENSMUSG00000027221	Mus musculus	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1(Chst1)
67442	ENSMUSG00000056666	Mus musculus	retinol saturase (all trans retinol 13,14 reductase)(Retsat)
76967	ENSMUSG00000034601	Mus musculus	RIKEN cDNA 2700049A03 gene(2700049A03Rik)
67448	ENSMUSG00000026748	Mus musculus	plexin domain containing 2(Plxdc2)
69587	ENSMUSG00000033623	Mus musculus	polycomb group ring finger 3(Pcgf3)
75556	ENSMUSG00000011154	Mus musculus	cilia and flagella associated protein 161(Cfap161)
67445	ENSMUSG00000040794	Mus musculus	C1q and tumor necrosis factor related protein 4(C1qtnf4)
76965	ENSMUSG00000075478	Mus musculus	SLIT and NTRK-like family, member 1(Slitrk1)
67446	ENSMUSG00000047067	Mus musculus	dual specificity phosphatase 28(Dusp28)
76964	ENSMUSG00000009114	Mus musculus	RIKEN cDNA 2610028H24 gene(2610028H24Rik)
75553	ENSMUSG00000021012	Mus musculus	zinc finger CCCH type containing 14(Zc3h14)
75552	ENSMUSG00000064225	Mus musculus	progestin and adipoQ receptor family member IX(Paqr9)
75555	ENSMUSG00000100937	Mus musculus	RIKEN cDNA 1700020D05 gene(1700020D05Rik)
76960	ENSMUSG00000013523	Mus musculus	breast carcinoma amplified sequence 1(Bcas1)
114661	ENSMUSG00000024171	Mus musculus	protease, serine 28(Prss28)
327655	ENSMUSG00000033526	Mus musculus	diphosphoinositol pentakisphosphate kinase 1(Ppip5k1)
114663	ENSMUSG00000024525	Mus musculus	inositol (myo)-1(or 4)-monophosphatase 2(Impa2)
114662	ENSMUSG00000034039	Mus musculus	protease, serine 29(Prss29)
211468	ENSMUSG00000035580	Mus musculus	potassium voltage-gated channel, subfamily H (eag-related), member 8(Kcnh8)
114644	ENSMUSG00000018459	Mus musculus	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3(Slc13a3)
114642	ENSMUSG00000029279	Mus musculus	bromodomain, testis-specific(Brdt)
114643	ENSMUSG00000001166	Mus musculus	2'-5' oligoadenylate synthetase 1C(Oas1c)
69574	ENSMUSG00000022235	Mus musculus	carboxymethylenebutenolidase-like (Pseudomonas)(Cmbl)
107702	ENSMUSG00000038650	Mus musculus	ribonuclease/angiogenin inhibitor 1(Rnh1)
69573	ENSMUSG00000043421	Mus musculus	hypoxia inducible lipid droplet associated(Hilpda)
107701	ENSMUSG00000068856	Mus musculus	splicing factor 3b, subunit 4(Sf3b4)
69572	ENSMUSG00000019080	Mus musculus	major facilitator superfamily domain containing 3(Mfsd3)
67434	ENSMUSG00000022237	Mus musculus	ankyrin repeat domain 33B(Ankrd33b)
69577	ENSMUSG00000021532	Mus musculus	FAST kinase domains 3(Fastkd3)
76932	ENSMUSG00000030881	Mus musculus	ADP-ribosylation factor interacting protein 2(Arfip2)
75526	ENSMUSG00000017733	Mus musculus	epididymal peptidase inhibitor(Eppin)
97961	ENSMUSG00000033099	Mus musculus	nucleolar protein 12(Nol12)
69578	ENSMUSG00000070574	Mus musculus	RIKEN cDNA 2310016G11 gene(2310016G11Rik)
75524	ENSMUSG00000058935	Mus musculus	RIKEN cDNA 1700018C11 gene(1700018C11Rik)
67437	ENSMUSG00000027828	Mus musculus	signal sequence receptor, gamma(Ssr3)
69576	ENSMUSG00000046345	Mus musculus	single-pass membrane protein with coiled-coil domains 1(Smco1)
76933	ENSMUSG00000079017	Mus musculus	interferon, alpha-inducible protein 27 like 2A(Ifi27l2a)
67430	ENSMUSG00000020434	Mus musculus	RIKEN cDNA 4921536K21 gene(4921536K21Rik)
76936	ENSMUSG00000059208	Mus musculus	heterogeneous nuclear ribonucleoprotein M(Hnrnpm)
67432	ENSMUSG00000025176	Mus musculus	4-hydroxy-2-oxoglutarate aldolase 1(Hoga1)
76938	ENSMUSG00000037197	Mus musculus	RNA binding motif protein 17(Rbm17)
75528	ENSMUSG00000031512	Mus musculus	testis expressed 29(Tex29)
67433	ENSMUSG00000021578	Mus musculus	coiled-coil domain containing 127(Ccdc127)
114652	ENSMUSG00000034482	Mus musculus	lymphocyte antigen 6 complex, locus G5C(Ly6g5c)
67439	ENSMUSG00000019470	Mus musculus	XPA binding protein 2(Xab2)
110606	ENSMUSG00000033373	Mus musculus	farnesyltransferase, CAAX box, beta(Fntb)
69562	ENSMUSG00000041297	Mus musculus	cyclin-dependent kinase 13(Cdk13)
67425	ENSMUSG00000006154	Mus musculus	EPS8-like 1(Eps8l1)
69564	ENSMUSG00000004939	Mus musculus	nicotinamide riboside kinase 2(Nmrk2)
67426	ENSMUSG00000026489	Mus musculus	coenzyme Q8A(Coq8a)
76943	ENSMUSG00000043430	Mus musculus	prosaposin-like 1(Psapl1)
76942	ENSMUSG00000030484	Mus musculus	Ly6/Plaur domain containing 5(Lypd5)
69568	ENSMUSG00000066735	Mus musculus	vitamin K epoxide reductase complex, subunit 1-like 1(Vkorc1l1)
67422	ENSMUSG00000012117	Mus musculus	dehydrodolichyl diphosphate synthase(Dhdds)
75538	ENSMUSG00000051113	Mus musculus	family with sequence similarity 71, member E1(Fam71e1)
67420	ENSMUSG00000030759	Mus musculus	fatty acyl CoA reductase 1(Far1)
114641	ENSMUSG00000073702	Mus musculus	ribosomal protein L31(Rpl31)
67429	ENSMUSG00000038736	Mus musculus	NudC domain containing 1(Nudcd1)
67427	ENSMUSG00000028234	Mus musculus	ribosomal protein S20(Rps20)
75533	ENSMUSG00000035984	Mus musculus	NME/NM23 family member 5(Nme5)
69527	ENSMUSG00000060679	Mus musculus	mitochondrial ribosomal protein S9(Mrps9)
69524	ENSMUSG00000001946	Mus musculus	endothelial cell-specific adhesion molecule(Esam)
107766	ENSMUSG00000000673	Mus musculus	3-hydroxyanthranilate 3,4-dioxygenase(Haao)
225192	ENSMUSG00000037346	Mus musculus	histamine receptor H4(Hrh4)
69520	ENSMUSG00000068885	Mus musculus	late cornified envelope 3F(Lce3f)
107765	ENSMUSG00000024803	Mus musculus	ankyrin repeat domain 1 (cardiac muscle)(Ankrd1)
75698	ENSMUSG00000041471	Mus musculus	family with sequence similarity 35, member A(Fam35a)
75695	ENSMUSG00000029392	Mus musculus	Rab interacting lysosomal protein-like 1(Rilpl1)
75691	ENSMUSG00000066191	Mus musculus	ankyrin repeat and sterile alpha motif domain containing 6(Anks6)
69528	ENSMUSG00000031847	Mus musculus	RIKEN cDNA 1700030J22 gene(1700030J22Rik)
75692	ENSMUSG00000071078	Mus musculus	nuclear receptor 2C2-associated protein(Nr2c2ap)
75690	ENSMUSG00000070604	Mus musculus	V-set and immunoglobulin domain containing 10 like(Vsig10l)
194126	ENSMUSG00000045934	Mus musculus	myotubularin related protein 11(Mtmr11)
100604	ENSMUSG00000054720	Mus musculus	leucine rich repeat containing 8 family, member C(Lrrc8c)
100609	ENSMUSG00000000916	Mus musculus	NOL1/NOP2/Sun domain family, member 5(Nsun5)
100608	ENSMUSG00000033294	Mus musculus	NOC4 like(Noc4l)
69536	ENSMUSG00000032579	Mus musculus	HemK methyltransferase family member 1(Hemk1)
107751	ENSMUSG00000041730	Mus musculus	paired related homeobox protein-like 1(Prrxl1)
69535	ENSMUSG00000020778	Mus musculus	TEN1 telomerase capping complex subunit(Ten1)
69538	ENSMUSG00000033420	Mus musculus	anthrax toxin receptor 1(Antxr1)
69537	ENSMUSG00000019088	Mus musculus	deoxyribonuclease 1-like 1(Dnase1l1)
75689	ENSMUSG00000020928	Mus musculus	HIG1 domain family, member 1B(Higd1b)
225182	ENSMUSG00000041238	Mus musculus	retinoblastoma binding protein 8(Rbbp8)
69534	ENSMUSG00000018821	Mus musculus	arginine vasopressin-induced 1(Avpi1)
107753	ENSMUSG00000043501	Mus musculus	lectin, galactose-binding, soluble 2(Lgals2)
69533	ENSMUSG00000071471	Mus musculus	keratin associated protein 26-1(Krtap26-1)
75686	ENSMUSG00000032565	Mus musculus	nudix (nucleoside diphosphate linked moiety X)-type motif 16(Nudt16)
225187	ENSMUSG00000057766	Mus musculus	ankyrin repeat domain 29(Ankrd29)
75687	ENSMUSG00000038604	Mus musculus	family with sequence similarity 65, member A(Fam65a)
69539	ENSMUSG00000056596	Mus musculus	TMF1-regulated nuclear protein 1(Trnp1)
257917	ENSMUSG00000059504	Mus musculus	olfactory receptor 314(Olfr314)
107747	ENSMUSG00000030088	Mus musculus	aldehyde dehydrogenase 1 family, member L1(Aldh1l1)
107746	ENSMUSG00000039844	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 1(Rapgef1)
208691	ENSMUSG00000050192	Mus musculus	eukaryotic translation initiation factor 5A2(Eif5a2)
333307	ENSMUSG00000071089	Mus musculus	tripartite motif-containing 75(Trim75)
22403	ENSMUSG00000027656	Mus musculus	WNT1 inducible signaling pathway protein 2(Wisp2)
69544	ENSMUSG00000034379	Mus musculus	WD repeat domain 5B(Wdr5b)
22402	ENSMUSG00000005124	Mus musculus	WNT1 inducible signaling pathway protein 1(Wisp1)
22401	ENSMUSG00000027663	Mus musculus	zinc finger matrin type 3(Zmat3)
69542	ENSMUSG00000039269	Mus musculus	RIKEN cDNA 2300002M23 gene(2300002M23Rik)
69549	ENSMUSG00000079283	Mus musculus	RIKEN cDNA 2310009B15 gene(2310009B15Rik)
69547	ENSMUSG00000060621	Mus musculus	NTPase, KAP family P-loop domain containing 1(Nkpd1)
69546	ENSMUSG00000041775	Mus musculus	mitogen-activated protein kinase 1 interacting protein 1(Mapk1ip1)
22409	ENSMUSG00000026167	Mus musculus	wingless-type MMTV integration site family, member 10A(Wnt10a)
22408	ENSMUSG00000022997	Mus musculus	wingless-type MMTV integration site family, member 1(Wnt1)
22404	ENSMUSG00000024050	Mus musculus	widely-interspaced zinc finger motifs(Wiz)
218877	ENSMUSG00000021904	Mus musculus	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G(Sema3g)
257909	ENSMUSG00000046210	Mus musculus	olfactory receptor 735(Olfr735)
69540	ENSMUSG00000030693	Mus musculus	kallikrein related-peptidase 10(Klk10)
69541	ENSMUSG00000026085	Mus musculus	lysozyme G-like 1(Lyg1)
257900	ENSMUSG00000075206	Mus musculus	olfactory receptor 1024(Olfr1024)
